QUOTES.TXR.23	\t     -- @Matt Gruson	\t     -- @Matt Gruson
QUOTES.TXR.25	"I think he should wet himself."	「我覺得他應該會嚇到尿褲子。」
QUOTES.TXR.26	\t     -- @Frank Frazier, scrounging	\t     -- @Frank Frazier，翻箱倒櫃
QUOTES.TXR.27	\t\t@for Rex animation ideas.	\t\t@找雷克斯動畫靈感時。
QUOTES.TXR.29	"Do you know how embarrassing it is	「你知道走進店裡，
QUOTES.TXR.30	 to walk into a store and ask to be	 開口問『有沒有貓王裝』
QUOTES.TXR.31	 shown an 'Elvis' costume?"	 有多丟臉嗎？」
QUOTES.TXR.32	\t     -- @Kenn Nishiuye, having	\t     -- @Kenn Nishiuye，
QUOTES.TXR.33	\t\t@recently purchased	\t\t@剛買完
QUOTES.TXR.34	\t\t@Colonel Stone's costume.	\t\t@史東上校的戲服時。
QUOTES.TXR.36	"Hey, Brian, do you want me to excrete this?"	「嘿，布萊恩，這個要我排出來嗎？」
QUOTES.TXR.37	\t     -- @Charlie Shenton	\t     -- @Charlie Shenton
QUOTES.TXR.39	/* Our dear Rex is blown in half. */	/* 我們親愛的雷克斯被炸成兩半。 */
QUOTES.TXR.40	\t     -- @Ginny Schmidt (in daemon	\t     -- @Ginny Schmidt（寫在 daemon
QUOTES.TXR.41	\t\t@code comments).	\t\t@程式碼註解裡）。
QUOTES.TXR.43	"That scream sounds too much like	「這聲慘叫聽起來，
QUOTES.TXR.44	 someone is poking him with a cattle prod."	 簡直像有人拿電擊棒在戳他。」
QUOTES.TXR.45	\t     -- @Jeff Briggs, listening	\t     -- @Jeff Briggs，聽著
QUOTES.TXR.46	\t\t@to our little collection	\t\t@我們收集的那堆
QUOTES.TXR.47	\t\t@of bloodcurdling screams.	\t\t@驚悚尖叫聲時。
QUOTES.TXR.49	"As far as I'm concerned, 'delta'	「對我來說，『delta』
QUOTES.TXR.50	 is a four letter word."	 根本是句髒話。」
QUOTES.TXR.51	\t     -- @Kenn Nishiuye, admiring	\t     -- @Kenn Nishiuye，對
QUOTES.TXR.52	\t\t@certain features of the	\t\t@精靈圖系統的某些
QUOTES.TXR.53	\t\t@sprite system.	\t\t@『特色』讚嘆不已時。
QUOTES.TXR.55	"You start with a big splat mark,	「先畫一個大血漬，
QUOTES.TXR.56	 and make a 'schlock-line' down	 再拉一條『血漿線』
QUOTES.TXR.57	 to the actual chunk."	 接到真正的碎塊。」
QUOTES.TXR.58	\t     -- @Matt Gruson, explaining	\t     -- @Matt Gruson，解說
QUOTES.TXR.59	\t\t@the mechanics of a key	\t\t@關鍵動畫的運作
QUOTES.TXR.60	\t\t@animation.	\t\t@原理時。
QUOTES.TXR.62	"Splunge."	「史普朗吉。」
QUOTES.TXR.63	\t     -- @Nick Rusko-Berger, when	\t     -- @Nick Rusko-Berger，被問
QUOTES.TXR.64	\t\t@asked for his professional	\t\t@到對某張背景圖的
QUOTES.TXR.65	\t\t@opinion of a background.	\t\t@專業意見時。
QUOTES.TXR.67	"I don't want to get eaten while	「我不想在測試這個的
QUOTES.TXR.68	 I'm testing this!"	 時候被吃掉！」
QUOTES.TXR.69	\t     -- @Ginny Schmidt	\t     -- @Ginny Schmidt
QUOTES.TXR.72	"But I REALLY think he should wet himself."	「不過我『真的』覺得他應該會尿褲子。」
QUOTES.TXR.73	\t     -- @Frank Frazier	\t     -- @Frank Frazier
QUOTES.TXR.75	"You can't print this sh--!"	「這句『靠──』印不得啦！」
QUOTES.TXR.76	\t     -- @Charlie Shenton to	\t     -- @Charlie Shenton 對
QUOTES.TXR.77	\t\t@Gerry Blair, V.P., upon	\t\t@Gerry Blair（副總），
QUOTES.TXR.78	\t\t@reading proposed ad	\t\t@讀到雷克斯廣告文案
QUOTES.TXR.79	\t\t@copy for Rex.	\t\t@草稿時說的。
QUOTES.TXR.81	"No, the Roland sound is definitely working.	「不，Roland音效絕對正常。
QUOTES.TXR.82	 I distinctly heard a dog getting squashed	 我清楚聽到一隻狗
QUOTES.TXR.83	 under a car."	 被車壓扁的聲音。」
QUOTES.TXR.84	\t     -- @Brian Reynolds, in one	\t     -- @Brian Reynolds，在
QUOTES.TXR.85	\t\t@of the final bug meetings.	\t\t@某次最終除錯會議上。
QUOTES.TXR.87	"But why are you being so NICE to us?"	「可是你們為什麼對我們這麼『好』？」
QUOTES.TXR.88	\t     -- @Michael Craighead and	\t     -- @Michael Craighead 與
QUOTES.TXR.89	\t\t@Mike Corcoran, after their	\t\t@Mike Corcoran，第一次
QUOTES.TXR.90	\t\t@first meeting with Matt	\t\t@和 Matt、Brian 開完
QUOTES.TXR.91	\t\t@and Brian.	\t\t@會後。
QUOTES.TXR.93	"Heh heh heh."	「呵呵呵。」
QUOTES.TXR.94	\t     -- @Matt and Brian (after	\t     -- @Matt 與 Brian（第一次
QUOTES.TXR.95	\t\t@their first meeting with	\t\t@和 Michael Craighead、
QUOTES.TXR.96	\t\t@Michael Craighead and	\t\t@Mike Corcoran 開完會
QUOTES.TXR.97	\t\t@Mike Corcoran).	\t\t@後）。
QUOTES.TXR.99	"So, do you think we can sell a game called	「那，你覺得我們賣得動
QUOTES.TXR.100	 'Rex Nebular and the Cosmic Gender Bender'?"	 一款叫《錯體奇航》的遊戲嗎？」
QUOTES.TXR.101	\t     -- @Bill Stealey, CEO	\t     -- @Bill Stealey，執行長
QUOTES.TXR.103	"Can I be in the quotes?"	「我可以被放進語錄裡嗎？」
QUOTES.TXR.104	\t     -- @Bill Burton	\t     -- @Bill Burton
QUOTES.TXR.106	"Whatever you do, don't put me	「不管怎樣，千萬別把我
QUOTES.TXR.107	 in the quotes."	 放進語錄裡。」
QUOTES.TXR.108	\t     -- @Ted Markley	\t     -- @Ted Markley
QUOTES.TXR.110	"I know someone who beat up the	「我認識把紅人隊
QUOTES.TXR.111	 Redskin Hog-ettes!"	 『豬公啦啦隊』痛扁一頓的人！」
QUOTES.TXR.112	\t     -- @Ken Race	\t     -- @Ken Race
QUOTES.TXR.114	"Why can't I push the damn gurney?	「我為什麼推不動那該死的推床？」
QUOTES.TXR.115	How do you get across the damn stream?	「那條該死的小溪到底要怎麼過？」
QUOTES.TXR.116	Why can't I go to the damn pleasure dome?"	「我為什麼進不了那該死的歡樂穹頂？」
QUOTES.TXR.117	\t     -- @Al Roireau, exploring	\t     -- @Al Roireau，探索
QUOTES.TXR.118	\t\t@the limits of the	\t\t@『可能』的
QUOTES.TXR.119	\t\t@possible.	\t\t@極限時。
QUOTES.TXR.121	"Can we say 'damn' in the quotes?"	「語錄裡可以講『該死』這種字眼嗎？」
QUOTES.TXR.122	\t     -- Matt Gruson	\t     -- Matt Gruson
QUOTES.TXR.125	"It's a high level programming thing	「這是個高階程式的東西，
QUOTES.TXR.126	 that we don't want to explain to you	 我們現在不想
QUOTES.TXR.127	 right now."	 跟你解釋。」
QUOTES.TXR.128	\t     -- @Kenn Nishiuye to	\t     -- @Kenn Nishiuye 對
QUOTES.TXR.129	\t\t@Brian Reynolds (Lead	\t\t@Brian Reynolds
QUOTES.TXR.130	\t\t@Programmer).	\t\t@（主程式）說的。
QUOTES.TXR.132	"Not!"	「才怪！」
QUOTES.TXR.133	\t     -- @Charlie Shenton	\t     -- @Charlie Shenton
QUOTES.TXR.135	"I really mean it.  DON'T PUT	「我真的是說真的。
QUOTES.TXR.136	 ME IN THE QUOTES!"	 千萬別把我放進語錄裡！」
QUOTES.TXR.137	\t     -- @Ted Markley	\t     -- @Ted Markley
QUOTES.TXR.139	"When Rex sees her coming, right before she	「當雷克斯看到她衝過來，
QUOTES.TXR.140	 squashes him, don't you think he would be	 就在她快壓扁他之前，你不覺得
QUOTES.TXR.141	 really scared, and . . . wet himself?"	 他會嚇得尿褲子嗎？」
QUOTES.TXR.142	\t     -- @Frank Frazier	\t     -- @Frank Frazier
QUOTES.TXR.144	"This is the color 'cyan' . . . do you guys	「這個顏色叫『青色』……
QUOTES.TXR.145	 know what cyan is?"	 你們知道青色是什麼嗎？」
QUOTES.TXR.146	\t     -- @Paul Lahaise, addressing	\t     -- @Paul Lahaise，對
QUOTES.TXR.147	\t\t@the Rex Art Team.	\t\t@雷克斯美術團隊說的。
QUOTES.TXR.149	"Next week, can we learn 'Magenta'?"	「那下星期可以教我們『洋紅色』嗎？」
QUOTES.TXR.150	\t     -- @Cindy Lang-Bachur	\t     -- @Cindy Lang-Bachur
QUOTES.TXR.152	"FOOL!"	「蠢蛋！」
QUOTES.TXR.153	\t     -- @Brian Reynolds, every	\t     -- @Brian Reynolds，每
QUOTES.TXR.154	\t\t@five minutes or so.	\t\t@五分鐘左右就這樣喊一次。
QUOTES.TXR.156	"Has either Brian or Matt had therapy?"	「Brian 跟 Matt 有沒有誰去看過心理諮商？」
QUOTES.TXR.157	\t     -- @Frank Brown, rhetorical	\t     -- @Frank Brown，純粹
QUOTES.TXR.158	\t\t@question.	\t\t@反問句。
QUOTES.TXR.160	"I think this is a bug."	「我覺得這是個 bug。」
QUOTES.TXR.161	\t     -- @Ginny Schmidt, as her	\t     -- @Ginny Schmidt，就在
QUOTES.TXR.162	\t\t@screen went black.	\t\t@她螢幕整個黑掉的時候。
QUOTES.TXR.164	"I feel sorry for the poor schmucks	「我真為那些沒有滑鼠
QUOTES.TXR.165	 who don't have a mouse."	 的可憐傢伙感到難過。」
QUOTES.TXR.166	\t     -- Dave Ellis	\t     -- Dave Ellis
QUOTES.TXR.168	"I want one."	「我也想要一個。」
QUOTES.TXR.169	\t     -- @Nick Rusko-Berger,	\t     -- @Nick Rusko-Berger，
QUOTES.TXR.170	\t\t@plaintive cry.	\t\t@哀怨的吶喊。
QUOTES.TXR.172	"We're not 'splatting-the-fuzzy,' we're	「我們不是在『拍扁毛毛的』，
QUOTES.TXR.173	 just dropping a car on a dog."	 只是把車子丟到狗身上而已。」
QUOTES.TXR.174	\t     -- @Anonymous producer	\t     -- @匿名製作人
QUOTES.TXR.177	"The camera doesn't lie."	「鏡頭不會說謊。」
QUOTES.TXR.178	\t     -- @Frank Frazier, on	\t     -- @Frank Frazier，談到
QUOTES.TXR.179	\t\t@rotoscoped art.	\t\t@轉描動畫時。
QUOTES.TXR.181	dialog = dialog_create_just_f---ing_do_it( );	dialog = dialog_create_just_f---ing_do_it( );
QUOTES.TXR.182	\t     -- @Slightly edited line of	\t     -- @稍微改過的一行
QUOTES.TXR.183	\t\t@MADS library code.	\t\t@MADS 函式庫程式碼。
QUOTES.TXR.185	"I have an ace in my hole."	「我的『洞』裡藏了張王牌。」
QUOTES.TXR.186	\t     -- @Kenn Nishiuye	\t     -- @Kenn Nishiuye
QUOTES.TXR.188	"I want a bat skeleton!"	「我想要一副蝙蝠骨骼標本！」
QUOTES.TXR.189	\t     -- @Anne-Marie Cox,	\t     -- @Anne-Marie Cox，
QUOTES.TXR.190	\t\t@revealing her heart's	\t\t@說出她內心
QUOTES.TXR.191	\t\t@desire.	\t\t@最深的渴望。
